trigger_word,theme,source_lexicon,section,count,per_1000_words,context_snippet,symbol,filing_date,call_date,url
order book,positive_guidance,custom,QnA,5,0.518295843267337,"go ahead. Madhur Rathi: Thank you for the opportunity once again. Sir, this $5 million order book that we have currently, how is it spread between Mold-Tek and Beryl right now? Lak",MOLDTECH,2026-05-18,,https://nsearchives.nseindia.com/corporate/MOLDTECH_18052026115659_Transcript14052026.pdf
headwinds,negative_caution,custom,QnA,1,0.1036591686534674,"caling up, so, in terms of India business also, I understand mechanical, there have been headwinds in terms of the auto industry, but towers have been doing good. So, what is then ",MOLDTECH,2026-05-18,,https://nsearchives.nseindia.com/corporate/MOLDTECH_18052026115659_Transcript14052026.pdf
not in a position,hedging_evasion,custom,QnA,1,0.1036591686534674,he U.S. who are very keen to use the Indian Interarch buildings and save their costs are not in a position to take a decision. That is why nothing much is happening in that directi,MOLDTECH,2026-05-18,,https://nsearchives.nseindia.com/corporate/MOLDTECH_18052026115659_Transcript14052026.pdf
preferential allotment,capital_actions,custom,QnA,3,0.3109775059604022,"Tek Technologies Limited May 14, 2026 Samarth Singh: And one of the issues with the preferential allotment was that it was not just any investor, right? It was Mr. Richard Lyon, wh",MOLDTECH,2026-05-18,,https://nsearchives.nseindia.com/corporate/MOLDTECH_18052026115659_Transcript14052026.pdf
headwinds,negative_caution,custom,remarks,1,1.0526315789473684,lenges pertaining to PVC pipe industry persist. The sector has been facing significant headwinds due to weak end user demand and heightened volatility in raw material prices. Deman,APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
slowdown,negative_caution,custom,remarks,1,1.0526315789473684,and heightened volatility in raw material prices. Demand was impacted primarily due to a slowdown in both the private real estate sector and government infrastructure spending. On ,APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
under pressure,negative_caution,custom,remarks,1,1.0526315789473684,pollo Pipes experienced a growth of 8% in consolidated sales volume and our margins were under pressure due to lower capacity utilization and heightened competition across the sect,APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
capex,capital_actions,custom,remarks,1,1.0526315789473684,"xpenditure front, we continue to invest in building long-term capacity. We incurred a capex of INR92 crores in H1 following the spend of INR166 crores in FY '25. We remain committe",APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
capital expenditure,capital_actions,custom,remarks,1,1.0526315789473684,"ths. This will significantly strengthen our presence in the Eastern India market. On the capital expenditure front, we continue to invest in building long-term capacity. We incurre",APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
capacity expansion,positive_guidance,custom,QnA,3,0.3939592908732764,"competitive intensity. So if I can ask in the last 3 years, what kind of industry level capacity expansion has happened? Apollo Pipes Limited October 30, 2025 Page 16 of 18 Anubhav",APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
operating leverage,positive_guidance,custom,QnA,7,0.9192383453709784,"basis and even Kisan for that matter. So on a consolidated basis, we will have a lot of operating leverage gains, which is visible, right? Like if you see when do 26,000, 27,000 to",APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
slowdown,negative_caution,custom,QnA,1,0.1313197636244255,"Anubhav Gupta: Yes, that's right. I mean, obviously, 2 years got lost in this industry slowdown. So yes, I mean, definitely we want to put up a plant in South India. There's no dou",APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
one-off,negative_caution,custom,QnA,1,0.1313197636244255,one. It's been 6 quarters since we acquired it. And so did something go wrong in Q2? Any one-off that you want to clarify or just call out just to help us understand what might hav,APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
under pressure,negative_caution,custom,QnA,1,0.1313197636244255,"esults by now or even private unlisted companies, the EBITDA spreads for each company is under pressure because industry is going through less demand and kind of price war situatio",APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
difficult to predict,hedging_evasion,custom,QnA,1,0.1313197636244255,"s a business model, we don't account for inventory gain or losses, right? And it is very difficult to predict like how much PVC prices would go up or go down, right? That's not in ",APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
capex,capital_actions,custom,QnA,15,1.9697964543663822,"and then slowly increase our pipe capacity? Anubhav Gupta: You've got to understand our capex program, okay, which we kick started 2.5 years ago, right? Capacity, you just don't ad",APOLLOPIPE,2025-11-04,,https://nsearchives.nseindia.com/corporate/APOLLOPIPE_04112025122410_Concalltranscriptsigned04112025.pdf
slowdown,negative_caution,custom,remarks,1,0.42176296921130324,"h Africa, and that has increased the working capital needs. The -- because of the global slowdown also the recovery from the customers have also elongated by a few days and that's ",CAMLINFINE,2026-08-17,2026-08-11,https://nsearchives.nseindia.com/corporate/CAMLINFINE_17082026184005_Intimation_-_Transcript_of_the_Investor_Call_Q1FY27.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.42176296921130324,re not the guarantees of future performance and involve risks and uncertainties that are difficult to predict. I now hand the conference over to the management for the opening rema,CAMLINFINE,2026-08-17,2026-08-11,https://nsearchives.nseindia.com/corporate/CAMLINFINE_17082026184005_Intimation_-_Transcript_of_the_Investor_Call_Q1FY27.pdf
cost pressure,negative_caution,custom,QnA,1,0.14541224371092046,"Correct. Satish Kumar: And sir, the other thing is that do you think that raw material cost pressures have been behind us or it will remain so in this quarter as well? Nirmal Momay",CAMLINFINE,2026-08-17,2026-08-11,https://nsearchives.nseindia.com/corporate/CAMLINFINE_17082026184005_Intimation_-_Transcript_of_the_Investor_Call_Q1FY27.pdf
deleveraging,capital_actions,custom,QnA,1,0.14541224371092046,"sh Tiwari: Right. And any plans to infuse capital or ways to get some cash balance sheet deleveraging other than internal growth? Santosh Parab: See, as I said cash is required. So",CAMLINFINE,2026-08-17,2026-08-11,https://nsearchives.nseindia.com/corporate/CAMLINFINE_17082026184005_Intimation_-_Transcript_of_the_Investor_Call_Q1FY27.pdf
margin expansion,positive_guidance,custom,QnA,3,0.36075036075036077,"s been achieved despite persistent inflation in dairy, oil and flour. Supported by gross margin expansion and productivity-led efficiencies, reported EBITDA margins improved by 110",JUBLFOOD,2026-02-16,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_16022026183617_SETranscriptQ3FY26.pdf
market share gain,positive_guidance,custom,QnA,1,0.12025012025012025,"continues to do well. In fact, internally, we have started tracking, through AC Nielsen, market share gains. Jubilant FoodWorks Limited February 10, 2026 Page 6 of 21 We have also ",JUBLFOOD,2026-02-16,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_16022026183617_SETranscriptQ3FY26.pdf
operating leverage,positive_guidance,custom,QnA,4,0.481000481000481,"re optimization we can do. So, all in all, that's how the margin profile is playing out. Operating leverage, of course, kicking in and the gross margin improvement profile that we ",JUBLFOOD,2026-02-16,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_16022026183617_SETranscriptQ3FY26.pdf
headwinds,negative_caution,custom,QnA,1,0.12025012025012025,"e internally always gunning for. And therefore, to answer your question, I don't see any headwinds in terms of building a 5% to 7% like-for-like growth business. Vivek M.: Interest",JUBLFOOD,2026-02-16,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_16022026183617_SETranscriptQ3FY26.pdf
we will come back,hedging_evasion,custom,QnA,1,0.12025012025012025,"in terms of ADS, how it is kind of range could be? Sameer Khetarpal: Give us 4 months, we will come back to you, Amit, on that when we are very close. Let us just get to 100 stores",JUBLFOOD,2026-02-16,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_16022026183617_SETranscriptQ3FY26.pdf
come back to you,hedging_evasion,custom,QnA,1,0.12025012025012025,"s of ADS, how it is kind of range could be? Sameer Khetarpal: Give us 4 months, we will come back to you, Amit, on that when we are very close. Let us just get to 100 stores, we'll",JUBLFOOD,2026-02-16,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_16022026183617_SETranscriptQ3FY26.pdf
capex,capital_actions,custom,QnA,9,1.0822510822510822,"mix. Nihal Mahesh Jham: Got that. Just a quick final question, Suman. You could give the capex number you're targeting for this year and the years ahead given that you said you're ",JUBLFOOD,2026-02-16,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_16022026183617_SETranscriptQ3FY26.pdf
slowdown,negative_caution,custom,QnA,5,0.8123476848090982,l try to answer all of them together. Rushabh Shah: Okay. As we are watching there is a slowdown in the FMCG space since the past quarter due to the results we are seeing such a sl,GANDHAR,2024-01-31,,https://nsearchives.nseindia.com/corporate/GANDHAR_31012024181058_GandharoilInvestorsmeetQ3_Transcript.pdf
under pressure,negative_caution,custom,QnA,1,0.16246953696181965,"son that probably if I adjust for your margin in the subsidiary where it would have been under pressure, standalone margins on a per litre basis, I mean, gross margin per litre whi",GANDHAR,2024-01-31,,https://nsearchives.nseindia.com/corporate/GANDHAR_31012024181058_GandharoilInvestorsmeetQ3_Transcript.pdf
order book,positive_guidance,custom,remarks,18,1.6451878256100905,e business just a summary of the entire sectorial areas what we are dealing with. Our order book which we had given a guidance of about Rs.700 Crores of closing order book we are a,MTARTECH,2022-05-31,,https://nsearchives.nseindia.com/corporate/MTARTECH_31052022221535_transcriptQ42022.pdf
operating leverage,positive_guidance,custom,remarks,2,0.18279864729001005,de I would like to highlight that increase in revenue and the sustainable margins due to operating leverages we will improve the return ratios for the company going forward. With t,MTARTECH,2022-05-31,,https://nsearchives.nseindia.com/corporate/MTARTECH_31052022221535_transcriptQ42022.pdf
let us see,hedging_evasion,custom,remarks,2,0.18279864729001005,"expenditures in terms of percentage of revenue would come down over the current year so let us see how it goes, but as far as we are concerned normally we give a guidance which we ",MTARTECH,2022-05-31,,https://nsearchives.nseindia.com/corporate/MTARTECH_31052022221535_transcriptQ42022.pdf
capex,capital_actions,custom,remarks,6,0.5483959418700302,19% the main reason for decrease is because as you all know we are actually investing in capex at Adibatla unit for the revenue growth what Mr. Srinivas Reddy as informed earlier s,MTARTECH,2022-05-31,,https://nsearchives.nseindia.com/corporate/MTARTECH_31052022221535_transcriptQ42022.pdf
let us see,hedging_evasion,custom,QnA,1,0.15410695022345508,"scussed. So, it is, of course, my hope and my task or ask from the marketing department. Let us see how it plays out. The first part has gone well. The second and third part we hav",CHAMBLFERT,2024-08-13,,https://nsearchives.nseindia.com/corporate/CHAMBLFERT_13082024153854_EarningsCallTranscriptQ120240630Resultssigned.pdf
too early to say,hedging_evasion,custom,QnA,1,0.15410695022345508,"get the benefit of IPP? Yes, but that depends on how the IPP behaves. As of now, it is too early to say where it is headed. A bigger or sharper analysis would be possible by the th",CHAMBLFERT,2024-08-13,,https://nsearchives.nseindia.com/corporate/CHAMBLFERT_13082024153854_EarningsCallTranscriptQ120240630Resultssigned.pdf
